Domain_Name,Organization_Name
censusindia.gov.in,"Office of the Registrar General and Census Commissioner, Census of India"
censuskarnataka.gov.in,"Directorate of Census Operations, Karnataka"
censusmp.gov.in,"Directorate of Census Operation, Madhya Pradesh"
centralexciseahmedabad3.nic.in,"Central Excise, Ahmedabad - III"
centralexciseaudit03vapi.gov.in,"Commissionerate of Central Excise, Customs & Service Tax, Audit-III, Vapi, Gujarat"
centralexciseaurangabad.gov.in,"Central Excise, Aurangabad"
centralexcisecalicut.gov.in,"Commissioner of Central Excise and Customs, Calicut"
centralexcisechennai.gov.in,"Central Excise, Chennai"
centralexciseguwahati.gov.in,"Central Excise and Service Tax, Guwahati, Assam"
centralexcisejaipur.nic.in,"Central Excise Zone, Jaipur"
centralexcisekanpur.gov.in,"Office of the Commissioner - Customs, Central Excise & Service Tax, Kanpur"
centralexcisemadurai.tn.nic.in,"Central Excise, Madurai"
centralexcisemeerut1.gov.in,"Central Excise and Service Tax Commissionerate, Meerut - I, Uttar Pradesh"
centralexciseorissa.gov.in,"Central Excise,Customs and Service Tax, Bhubaneswar"
centralexciserajkot.gov.in,"Central GST Comissionerate, Rajkot"
centralexcisetrichy.gov.in,"Central Excise, Trichy"
centralstaffing.gov.in,"Central Staffing Scheme, Department of Personnel and Training"
centralwaqfcouncil.gov.in,Central Waqf Council
ceo.gujarat.gov.in,"Chief Electoral Officer (CEO), Gujarat"
ceo.kerala.gov.in,"Chief Electoral Officer (CEO), Kerala"
ceo.maharashtra.gov.in,"Chief Electoral Officer (CEO), Maharashtra"
ceo.uk.gov.in,"Chief Electoral Officer (CEO), Uttarakhand"
ceoan.and.nic.in,"Chief Electoral Officer (CEO), Andaman and Nicobar "
ceoandhra.nic.in,"Chief Electoral Officer (CEO), Andhra Pradesh"
ceoarunachal.nic.in,"Chief Electoral Officer (CEO), Arunachal Pradesh"
ceoassam.nic.in,"Chief Electoral Officer (CEO), Assam"
ceobihar.nic.in,"Chief Electoral Officer (CEO), Bihar"
ceochandigarh.nic.in,"Chief Electoral Officer (CEO), Chandigarh"
ceochhattisgarh.nic.in,"Chief Electoral Officer (CEO), Chhattisgarh"
ceodaman.nic.in,"Chief Electoral Officer (CEO), Daman and Diu"
ceodelhi.gov.in,"Chief Electoral Officer (CEO), Delhi"
ceodnh.nic.in,"Chief Electoral Officer (CEO), Dadra and Nagar Haveli"
ceogoa.nic.in,"Chief Electoral Officer (CEO), Goa"
ceoharyana.nic.in,"Chief Electoral Officer (CEO), Haryana"
ceohimachal.nic.in,"Chief Electoral Officer (CEO), Himachal Pradesh, india"
ceojammukashmir.nic.in,"Chief Electoral Officer (CEO), Jammu and Kashmir"
ceokarnataka.kar.nic.in,"Chief Electoral Officer (CEO), Karnataka"
ceolakshadweep.gov.in,"Chief Electoral Officer (CEO), Lakshadweep"
ceomadhyapradesh.nic.in,"Chief Electoral Officer (CEO), Madhya Pradesh"
ceomanipur.nic.in,"Chief Electoral Officer (CEO), Manipur"
ceomeghalaya.nic.in,"Chief Electoral Officer (CEO), Meghalaya"
ceomizoram.nic.in,"Chief Electoral Officer (CEO), Mizoram"
ceonagaland.nic.in,"Chief Electoral Officer (CEO), Nagaland"
ceoorissa.nic.in,"Chief Electoral Officer (CEO), Odisha"
ceopuducherry.py.gov.in,"Chief Electoral Officer (CEO), Puducherry"
ceopunjab.nic.in,"Chief Electoral Officer (CEO), Punjab"
ceorajasthan.nic.in,"Chief Electoral Officer (CEO), Rajasthan"
ceosikkim.nic.in,"Chief Electoral Officer (CEO), Sikkim"
ceotelangana.nic.in,"Chief Electoral Officer (CEO), Telangana"
ceotripura.nic.in,"Chief Electoral Officer (CEO), Tripura "
ceoup.gov.in,"Chief Electoral Officer (CEO), Uttar Pradesh"
cept.gov.in,Center for Excellence in Postal Technology  (CEPT)
cerc-efiling.gov.in,e-Filing System of Central Electricity Regulatory Commission (CERC)
cercind.gov.in,Central Electricity Regulatory Commission (CERC)
cert-in.org.in,Indian Computer Emergency Response Team (CERT-In)
cettm.mtnl.in,"Centre for Excellence in Telecom Technology and Management (CETTM), MTNL"
cewacor.nic.in,Central Warehousing Corporation (CWC)
cexaudithyd.gov.in,"Hyderabad Audit Commissionerate, Central Excise and Service Tax"
cexauditjaipur.gov.in,"Commissioner(Audit), Central Excise and Service Tax, Jaipur"
cexbhopal.gov.in,"Customs and Central Excise, Bhopal"
cexbokaro.gov.in,"Ranchi(II) Bokaro Commissionerate, Central Excise And Service Tax"
cexchd1.gov.in,"Central Excise, Customs and Service Tax Commissionerate, Chandigarh-I"
cexcusner.gov.in,"Central Board of Excise and Customs, Shillong Zone, Shillong"
cexdhanbad.gov.in,"Dhanbad Commissionerate, Central Excise and Service Tax"
cexdibrugarh.gov.in,"Central Excise, Dibrugarh"
cexgurgaon.gov.in,"Central Excise and Customs Commissionerate, Gurgaon-II"
cexpatna.bih.nic.in,"Central Excise, Customs and Service Tax, Patna"
cexraigad.gov.in,"Raigad Central Excise, Customs and Service tax Commissionerate"
cexraipur.gov.in,"Central Excise & Customs, Commissionerate, Raipur"
cexstshillong.gov.in,"Central Excise, Shillong"
cfajabalpur.nic.in,"Controller of Finance & Accounts (Fys), Jabalpur"
cfamedak.gov.in,"Controller of Finance & Accounts (FYS), Ordnance Factory, Medak"
cfqcti.dacnet.nic.in,Central Fertilizer Quality Control and Training Institute
cfsindia.org,"Children's Film Society, India"
cfslbpl.gov.in,"Central Forensic Science Laboratory (CFSL), Bhopal"
cfslghy.gov.in,"Central Forensic Science Laboratory (CFSL), Guwahati"
cfslhyd.gov.in,"Central Forensic Science Laboratory (CFSL), Hyderabad"
cfslpune.gov.in,"Central Forensic Science Laboratory (CFSL), Pune"
cftichennai.in,"Central Footwear Training Institute,Chennai"
cftri.com,Central Food Technological Research Institute (CFTRI)
cg.nic.in,"Chhattisgarh State Centre, National Informatics Centre (NIC)"
cga.gov.in,Controller General of Accounts (CGA)
cgca.gov.in,Controller General Of Communication Accounts (CGCA)
cgcri.res.in,Central Glass and Ceramic Research Institute
cgda.nic.in,Controller General of Defence Accounts (CGDA)
cgewho.nic.in,Central Government Employees Welfare Housing Organisation (CGEWHO)
cghs.gov.in,Central Government Health Scheme (CGHS)
cghsallahabad.nic.in,"Central Government Health Scheme (CGHS), Allahabad, Uttar Pradesh"
cghsbng.gov.in,"Central Government Health Scheme(CGHS), Bangalore"
cghschennai.tn.nic.in,"Central Government Health Scheme (CGHS), Chennai, Tamilnadu"
cghsjaipur.nic.in,"Central Government Health Scheme (CGHS), Jaipur, Rajasthan"
cghskolkata.nic.in,"Central Government Health Scheme (CGHS), Kolkata"
cghsmumbai.gov.in,"Central Government Health Scheme (CGHS), Mumbai"
cghsnagpur.gov.in,"Central Government Health Scheme (CGHS), Nagpur"
cghspune.gov.in,"Central Government Health Scheme (CGHS), Pune"
cgpost.gov.in,"Chhattisgarh Postal Circle, Department of Posts"
cgstahmedabadzone.gov.in,"Central Excise, Ahmedabad Zone"
cgstappealschd.gov.in,"Commissioner(Appeals), Goods & Service Tax (GST) Commissionerate, Chandigarh"
cgstappealsjaipur.gov.in,"Office of The Commissioner (Appeals), CGST, Jaipur"
cgstdelhisouth.gov.in,"Goods and Services Tax (GST) Commissionerate, Delhi South"
cgsthyderabadzone.gov.in,Goods and Services Tax (GST) - Hyderabad Zone
cgstkolkata.gov.in,"Central Goods and Services Tax (CGST) Zone, Kolkata"
