Domain_Name,Organization_Name
incometaxindia.gov.in,Income Tax Department
incometaxindiaefiling.gov.in,Income Tax e - Filing
incometaxrajasthan.gov.in,"Income Tax Department, Rajasthan"
independenceday.nic.in,"Independence Day Celebrations, 15th August"
india-water.gov.in,Flood Forecast Information by Central Water Commission
india.gov.in,National Portal of India
indiabudget.gov.in,Union Budget of India 2018-19
indiacode.gov.in,INDIA CODE - Text Base of all the Central Legislations
indiacoffee.org,"Coffee Board, India"
indiaculture.gov.in,Ministry of Culture
indiaenergy.gov.in,India Energy Security Scenarios 2047 (IESS 2047)
indiainbusiness.nic.in,India In Business
indiaknowledgehub.gov.in,"India Knowledge Hub, NITI Aayog"
indiamaps.gov.in,Survey of India Maps
indianairforce.gov.in,Indian Air Force
indianarmy.gov.in,Indian Army
indianarmyveterans.gov.in,Indian Army Veterans Grievance Handling Portal
indiancitizenshiponline.nic.in,"Indian Citizenship Online, Ministry of Home Affairs (MHA)"
indiancoastguard.gov.in,Indian Coast Guard
indianhajpto.gov.in,Haj Pilgrimage Packages - Private Tour Operators (PTOs) Registered with MOMA
indiannavy.gov.in,Indian Navy
indiannursingcouncil.org,Indian Nursing Council
indianpcs.gov.in,"Port Community System (PCS), Indian Port Association (IPA)"
indianrail.gov.in,Indian Railways Online
indianrailways.gov.in,Ministry of Railways
indiansalt.com,Hindustan Salts Limited
indianspices.com,"Spices Board, India"
indianvisaonline.gov.in,Online Portal for Visa Application to India
indiapost.gov.in,Department of Posts
indiascienceandtechnology.gov.in,"India Science, Technology and Innovation Portal (ISTI) by Department of Science and Technology"
indiaseeds.com,National Seeds Corporation Limited (NSC)
indiatradefair.com,India Trade Promotion Organisation (ITPO)
indiawater.gov.in,Jal Shakti Abhiyan - a mission-mode water conservation campaign launched by Ministry of Jal Shakti
indiaweather.gov.in,Weather forecasts and weather radar and satellite imagery by India Meteorological Department
indmed.nic.in,Indian Medlars Centre (INDMED)
inflibnet.ac.in,Information and Library Network Centre (INFLIBNET)
informatics.nic.in,Informatics - NIC Newsletter
ingaf.gov.in,Institute of Government Accounts and Finance (INGAF)
innovation.gov.in,India Innovation Portal (IIP)
innovationcouncilarchive.nic.in,National Innovation Council
ino.tifr.res.in,"India-based Neutrino Observatory (INO), Mumbai, Maharashtra"
insa.nic.in,"e-journals, Indian National Science Academy"
insaindia.res.in,Indian National Science Academy (INSA)
inspire-dst.gov.in,Innovation   in   Science   Persuit   for   Inspired   Research
inspireawards-dst.gov.in,E-Management of INSPIRE Award Scheme
inst.ac.in,"Institute of Nano Science and Technology (INST), Mohali, Punjab"
instem.res.in,Institute for Stem Cell Biology and Regenerative Medicine (inStem)
interstatecouncil.nic.in,Inter-State Council
intmsearch.gov.in,National Hydrographic Office - Navarea VIII Notices to Mariners
intraias.nic.in,IAS In-Service Training Option
intraips.gov.in,"Intra IPS Portal, Ministry of Home Affairs"
investindia.gov.in,Invest India - Guiding Your Investment
io50.incois.gov.in,International Symposium on the Indian Ocean - 30 Nov. - 4 Dec. 2015 at Goa
iocl.com,Indian Oil Corporation Limited (IOCL)
iocletenders.nic.in,eProcurement Portal of Indian Oil Corporation Limited (IOCL)
iomenvis.nic.in,"ENVIS Center on Coastal Zone Management and Coastal Shelterbelts, Anna University, Chennai"
iomou.nic.in,"Indian Ocean Memorandum of Understanding, Goa"
ions.gov.in,Indian Ocean Naval Symposium (IONS)
iopb.res.in,"Institute of Physics (IOP), Bhubaneswar, Odisha"
iopepc.org,Indian Oilseed and Produce Export Promotion Council (IOPEPC)
ipa.nic.in,Indian Ports Association
ipc.gov.in,Indian Pharmacopoeia Commission (IPC)
ipds.gov.in,"Integrated Power Development Scheme (IPDS), Ministry of Power"
iphnewdelhi.in,Pandit Deen Dayal Upadhyaya Institute for the Physically Handicapped (PDDUIPH)
ipindia.gov.in,"Intellectual Property Appellate Board (IPAB), Controller General of Patents, Designs & Trade Marks"
ipirti.gov.in,Indian Plywood Industries Research and Training Institute (IPIRTI)
ipr.res.in,Institute for Plasma Research (IPR)
ir.bsnl.co.in,BSNL International Roaming
ircon.org,IRCON International Limited
irctc.co.in,IRCTC Next Generation eTicketing System - Indian Railways
irctc.com,Indian Railway Catering and Tourism Corporation Ltd. (IRCTC)
irdai.gov.in,Insurance Regulatory and Development Authority (IRDA)
ireda.in,Indian Renewable Energy Development Agency Limited (IREDA)
irel.gov.in,Indian Rare Earths Limited
ireps.gov.in,Indian Railways eProcurement Systems
irfc-nausena.gov.in,"Information Resource and Facilitation Centre (IR&FC), Indian Navy"
irfc.nic.in,Indian Railway Finance Corporation Limited (IRFC)
irgeoportal.gov.in,Indian Railways Geo Portal
iricen.indianrailways.gov.in,Indian Railways Institute of Civil Engineering (IRICEN)
irieen.indianrailways.gov.in,Indian Railways Institute of Electrical Engineering (IRIEEN)
irimee.indianrailways.gov.in,"Indian Railways Institute of Mechanical and Electrical Engineering (IRIMEE), Jamalpur"
iriset.indianrailways.gov.in,"Indian Railway Institute of Signal Engineering and Telecommunications, Secunderabad"
iritm.indianrailways.gov.in,"Indian Railways Institute of Transport Management (IRITM), Lucknow"
irmra.org,"Indian Rubber Manufactures Research Association (IRMRA), Thane"
irpmu.railnet.gov.in,Indian Railways Project Management Unit
irsofficersonline.gov.in,Web Portal for Indian Revenue Service (IRS) Officers
isac.gov.in,"ISRO Satellite Centre(ISAC), Bengaluru"
isbeid.gov.in,Indian State Level Basic Environment Information Database (ISBEID)
isds-textiles.gov.in,"Integrated Skill Development Scheme (ISDS), Ministry of Textiles"
isea.gov.in,"Information Security Education and Awareness (ISEA), India"
isec.ac.in,Institute for Social and Economic Change (ISEC)
isical.ac.in,"Indian Statistical Institute (ISI), Calcutta"
isid.ac.in,"Indian Statistical Institute (ISI), Delhi"
isidev.nic.in,Institute for Studies in Industrial Development (ISID)
ismenvis.nic.in,"ENVIS - Centre of Mining Environment(CME), Indian School of Mines (ISM), Dhanbad"
ispnasik.spmcil.com,"India Security Press, Nashik"
isprlindia.com,"Indian Strategic Petroleum Reserves Limited, Noida"
isro.gov.in,Indian Space Research Organisation (ISRO)
istm.gov.in,Institute of Secretariat Training and Management (ISTM)
itat.gov.in,Income Tax Appellate Tribunal (ITAT)
itbhu.ac.in,"Institute of Technology, Banaras Hindu University"
itbpacademy.nic.in,"Indo Tibetan Border Police Force Academy, Mussoorie, Uttarakhand"
itbpolice.nic.in,Indo Tibetan Border Police (ITBP)
itec.mea.gov.in,"Indian Technical and Economic Cooperation (ITEC) Division, Ministry of External Affairs"
