Domain_Name,Organization_Name
ntiprit.gov.in,"National Telecommunications Institute for Policy Research, Innovation & Training (NTIPRIT)"
ntpc.co.in,National Thermal Power Corporation NTPC
ntpcntecljv.co.in,NTPC Tamil Nadu Energy Company Limited  (NTECL)
ntproj.bsnl.co.in,Northern Telecom Project Circle
ntr.bsnl.co.in,Northern Telecom Region
ntro.gov.in,National Technical Research Organisation (NTRO)
nuepa.org,National University of Educational Planning and Administration (NUEPA)
nuepaeduplan.nic.in,"Learning Portal - National University of Educational Planning and Administration (NUEPA), New Delhi"
nulm.gov.in,"National, Urban, Livelihoods, Mission, NULM"
nursingandmidwifery.gov.in,Nursing and Midwifery Portal - An initiative of Ministry of health and Family welfare
nutritionsocietyindia.org,"Nutrition Society of India (NSI), Hyderabad"
nvbdcp.gov.in,National Vector Borne Disease Control Programme (NVBDCP)
nvsp.in,"National Voter's Services Portal, Election Commission of India"
nvsrochd.gov.in,"Navodaya Vidyalaya Samiti, Regional Office, Chandigarh"
nvsrojpr.gov.in,"Navodaya Vidyalaya Samiti, Jaipur"
nvsroshillong.gov.in,"Jawahar Navodaya Vidyalaya, Shillong Region"
nwa.mah.nic.in,"National Water Academy, Central Water Commission, Pune, Maharashtra"
nwda.gov.in,National Water Development Agency (NWDA)
nwm.gov.in,National Water Mission
nwr.indianrailways.gov.in,North Western Railway
nyks.org,"Nehru Yuva Kendra Sangathan (NYKS), Delhi"
nzpnewdelhi.gov.in,"National Zoological Park, Delhi"
ocfs.gov.in,"Ordnance Clothing Factory, Shahjahanpur, Uttar Pradesh"
odisha.bsnl.co.in,Odisha BSNL Telecom Circle
odishapost.gov.in,"Odisha Postal Circle, Department of Posts"
oefhz.gov.in,"Ordnance Equipment Factory, Hazratpur"
oefkanpur.gov.in,"Ordnance Equipment Factory, Kanpur, Uttar Pradesh"
ofbeproc.gov.in,"eProcurement System, Indian Ordnance Factories"
ofbgcf.nic.in,"Gun Carriage Factory (GCF), Jabalpur, Madhya Pradesh"
ofbindia.gov.in,Indian Ordnance Factories
ofdr.gov.in,"Ordnance Factory Dehu Road, Pune, Maharashtra"
ofkanpur.gov.in,"Ordnance Factory, Kanpur, Uttar Pradesh"
ofmedak.gov.in,"Ordnance Factory, Medak (OFMK), Telangana"
ogpl.gov.in,Open Government Platform (OGPL)
oidb.gov.in,"Oil Industry Development Board (OIDB), Noida, Uttar Pradesh"
oil-india.com,"Oil India Limited (OIL), Noida"
oisd.gov.in,Oil Industry Safety Directorate (OISD)
okd.in,Omeo Kumar Das Institute of Social Change and Development (OKDISCD)
olkarnataka.kar.nic.in,Office of Offical Liquidator
ongcindia.com,Oil and Natural Gas Corporation Limited (ONGC)
online-inspire.gov.in,Innovation in Science Pursuit for Inspired Research (INSPIRE)
online-ldo.nic.in,"Online Application Form - Land and Development Office, Ministry of Urban Development"
onlineservices.tin.egov-nsdl.com,"e-Payment of direct taxes online by taxpayers, Income Tax Department"
openforge.gov.in,OpenForge - A platform for open collaborative software development of e-governance applications
opex.nic.in,Operation Excellence for London Olympics - 2012 (OPEX 2012)
ordkham.gov.in,"Ordnance Factory, Khamaria, Jabalpur, Madhya Pradesh"
ordnancedumdum.nic.in,"Ordnance Factory, Dumdum, Kolkata"
ori.nic.in,"Odisha State Centre, National Informatics Centre (NIC)"
orientalinsurance.org.in,Oriental Insurance Company Limited (OICL)
ors.gov.in,ORS Patient Portal - Aadhaar based Online Registration System (ORS) for OPD appointment in Government Hospitals
ostcbu.nic.in,Ocean Science and Technology Cell (OSTC)
owrc.in,"Overseas Workers Resource Centre (OWRC), New Delhi"
ozonecell.com,"Ozone Cell - Ministry of Environment and Forests (MOEF), New Delhi"
packolkata.gov.in,"Positional Astronomy Centre (PAC), Kolkata"
padmaawards.gov.in,"Padma Awards Ministry of Home Affairs, Govt. of India"
paggujarat.nic.in,"Principal Accountant General (Commercial and Receipt Audit), Gujarat"
panchayat.gov.in,Ministry of Panchayati Raj
panchayataward.gov.in,"Panchayat Awards by Ministry of Panchayati Raj, Govt. of India"
panchayatdirectory.gov.in,"National Panchayat Directory, Ministry of Panchayati Raj"
panchayatonline.gov.in,Panchayat Enterprise Suite(PES) -  e-Panchayat MMP of Ministry of Panchayati Raj
panchayatportals.gov.in,"National Panchayat Portal, PES, e-Panchayat MMP of Ministry of Panchayati Raj"
pao39gtc.gov.in,"Pay and Accounts Office(Other Ranks) - PAO (ORs) 39GTC, PCDA (CC)"
paoascblr.gov.in,"Office of PAO, Principal Controller of Defence Accounts (PCDA), Bangalore"
paocdajabalpur.nic.in,"PAO(ORs) Corps of Signal, Pay and Accounts Office, Jabalpur, Madhya Pradesh"
paogref.nic.in,"Pay Accounts Office (GREF), Dighi Camp, Pune"
parachutekanpur.gov.in,"Ordnance Parachute Factory, Kanpur, Uttar Pradesh"
parc.cdac.in,"PARC - Perso-Arabic Resource Centre for Urdu, Sindhi, Kashmiri and Arabic, (C-DAC)"
parivahan.gov.in,Parivahan Sewa by Ministry of Road Transport & Highways
parliamentofindia.gov.in,Indian Parliament
pasadrexam2014.in,"Postal Assistant / Sorting Assistant Examinations, Department of Posts"
passportindia.gov.in,Passport Seva Portal
patna.idtr.gov.in,"MSME Tool Room Training Center, Patna (Extension Center)"
pawanhans.co.in,Pawan Hans Limited (PHL)
pb.bsf.gov.in,"Punjab Frontier, Border Security Force"
pbd-india.com,Pravasi Bharatiya Divas (PBD)
pbsc.nic.in,"Punjab State Centre, National Informatics Centre (NIC)"
pcafys.gov.in,"Principal Controller of Accounts (Factories), Kolkata"
pccacbdt.gov.in,"Principal Chief Controller of Accounts, Central Board of Excise and Customs (CCA - CBEC)"
pcdablr.gov.in,"Principal Controller of Defence Accounts (PCDA) , Bangalore"
pcdabr.gov.in,Principal Controller of Defence Accounts (Border Roads)
pcdacc.gov.in,"Principal Controller of Defence Accounts (Central Command), Lucknow"
pcdanavy.gov.in,Principal Controller of Defence Accounts (Navy)
pcdanc.nic.in,Principal Controller of Defence Accounts (Northern Command)
pcdanewdelhi.gov.in,"Principal Controller of Defence Accounts (PCDA), New Delhi, "
pcdaopune.gov.in,Controller of Defence Accounts (Officers)
pcdapension.nic.in,Principal Controller of Defence Accounts (Pensions)
pcdarnd.gov.in,"Principal Controller of Defence Accounts (R&D), New Delhi"
pcdasc.gov.in,"Principal Controller of Defence Accounts (Southern Command), Pune"
pcdaswc.nic.in,"Principal Controller of Defence Accounts (South Western Command), Jaipur"
pcdawc.gov.in,"Principal Controller of Defence Accounts, Western Command, Changigarh"
pci.nic.in,Pharmacy Council of India
pcra.org,Petroleum Conservation Research Association(PCRA)
pdilin.com,Projects and Development India Limited (PDIL)
pdonpoultry.org,"Project Directorate on Poultry (PDP), Hyderabad, Andhra Pradesh"
pdrtcb.gov.in,"Principal Director, Regional Training Centre, Bengaluru"
pdscvc.nic.in,"Central Vigilance Committee on Public Distribution System, New Delhi"
pdsportal.nic.in,e - PDS Portal of India
peclimited.com,PEC Limited
pencil.gov.in,PENCIL - Platform for Effective National Child Labour Project (NCLP) Scheme
pensionersportal.gov.in,"Pensioners' Portal - eGovernance Initiative of Department of Pension and Pensioners' Welfare, Government of India"
persmin.gov.in,"Ministry of Personnel, Public Grievances and Pensions"
pesadarpan.gov.in,"The Provisions of the Panchayats (Extension to the Scheduled Areas) Act, 1996 (PESA)"
pesb.gov.in,Public Enterprises Selection Board (PESB)
pesbonline.gov.in,"e-Application System for Board Level Posts, Public Enterprises Selection Board(PESB)"
peso.gov.in,Petroleum and Explosives Safety Organisation
pesurvey.nic.in,Public Enterprises(PE) Survey Report
petroleum.nic.in,Ministry of Petroleum and Natural Gas
pfc.gov.in,"Power Finance Corporation Limited, New Delhi"
pfc.org.in,"Patent Facilitating Centre, New Delhi"
pfcclindia.com,"PFC Consulting Limited (PFCCL), Power Finance Corporation Limited (PFC), New Delhi"
pfcgel.com,"PFC Green Energy Limited, New Delhi"
pfrda.org.in,Pension Fund Regulatory and Development Authority (PFRDA)
pgimer.edu.in,"Post Graduate Institute of Medical Education and Research, Chandigarh"
pgportal.gov.in,Online Public Grievance Lodging and Monitoring System (OPGLMS)
pgs.iasri.res.in,"PG School, Indian Agricultural Research Institute (IARI) Managment System"
pgsindia-ncof.gov.in,"Participatory Guarantee System (PGS) for India, National Center of Organic Farming (NCOF)"
pharmaceuticals.gov.in,Department of Pharmaceuticals
pharmexcil.org,Pharmaceuticals Export Promotion Council (PHARMEXCIL)
photodivision.gov.in,Photo Division
physics.iitm.ac.in,"Department of Physics, Indian Institute of Technology, Madras"
pib.and.nic.in,"Press Information Bureau (PIB), Andaman and Nicobar"
pib.gov.in,Press Information Bureau (PIB)
pibaizawl.nic.in,"Press Information Bureau (PIB), Aizawl"
pibbng.kar.nic.in,"Press Information Bureau, Bangalore"
pibchennai.gov.in,"Press Information Bureau (PIB), Chennai"
pibguwahati.nic.in,"Press Information Bureau (PIB), Guwahati"
pibhyd.ap.nic.in,"Press Information Bureau (PIB), Hyderabad"
pibmumbai.gov.in,"Press Information Bureau (PIB), Mumbai"
pihmct.puducherry.gov.in,"Pondicherry Institute of Hotel Management and Catering Technology, Colas Nagar, Pondicherry"
planningcommissionarchive.nic.in,Planning Commission (Archival Website)
planningonline.gov.in,PlanPlus - Decentralized Planning System
planschemescondb.gov.in,Plan Schemes Consulting Interventions and Consultant Database
plantauthority.gov.in,"Protection of Plant Varieties and Farmers Rights Authority, New Delhi"
plantquarantineindia.nic.in,"Plant Quarantine Information System - Directorate of Plant Protection, Quarantine and Storage"
playtunes.mtnldelhi.in,"RBT - Play Tunes, Mahanagar Telephone Nigam Limited (MTNL), Delhi"
plimism.nic.in,Pharmacopoeial Laboratory for Indian Medicine (PLIM)
pmagy.gov.in,Pradhan Mantri Adarsh Gram Yojana (PMAGY)
pmawards.gov.in,Prime Ministers Award for Excellence in Public Administration
pmay-urban.gov.in,Pradhan Mantri Awas Yojana (Urban) - Housing for All
pmayg.gov.in,Pradhan Mantri Awaas Yojana-Gramin
pmaymis.gov.in,Pradhan Mantri Awas Yojana (Urban) - MIS Portal
pmfby.gov.in,Pradhan Mantri Fasal Bima Yojana: Crop Insurance Portal
pmgsy.nic.in,Pradhan Mantri Gram Sadak Yojana (PMGSY)
pmgsytenders.gov.in,eSubmission Tender System of PMGSY - Pradhan Mantri Gram Sadak Yojana (PMGSY)
pmgsytendersarn.gov.in,"eTendering System - Pradhan Mantri Gram Sadak Yojana (PMGSY), Arunachal Pradesh"
pmgsytendersasm.gov.in,"eTendering System - Pradhan Mantri Gram Sadak Yojana (PMGSY), Assam"
pmgsytendersbih.gov.in,"eTendering System - Pradhan Mantri Gram Sadak Yojana (PMGSY), Bihar"
pmgsytendershp.gov.in,"eTendering System - Pradhan Mantri Gram Sadak Yojana (PMGSY), Himachal Pradesh"
pmgsytendersjk.gov.in,"eTendering System - Pradhan Mantri Gram Sadak Yojana (PMGSY), Jammu and Kashmir"
pmgsytendersker.gov.in,"eTendering System - Pradhan Mantri Gram Sadak Yojana (PMGSY), Kerala"
pmgsytendersmah.gov.in,"eTendering System - Pradhan Mantri Gram Sadak Yojana (PMGSY), Maharashtra"
pmgsytendersman.gov.in,"eTendering System - Pradhan Mantri Gram Sadak Yojana (PMGSY), Manipur"
pmgsytendersmiz.gov.in,"eTendering System - Pradhan Mantri Gram Sadak Yojana (PMGSY), Mizoram"
pmgsytendersngl.gov.in,"eTendering System - Pradhan Mantri Gram Sadak Yojana (PMGSY), Nagaland"
pmgsytenderspb.gov.in,"eTendering System - Pradhan Mantri Gram Sadak Yojana (PMGSY), Punjab"
pmgsytendersraj.gov.in,"eTendering System - Pradhan Mantri Gram Sadak Yojana (PMGSY), Rajasthan"
pmgsytendersskm.gov.in,"eTendering System - Pradhan Mantri Gram Sadak Yojana (PMGSY), Sikkim"
pmgsytenderstn.gov.in,"eTendering System - Pradhan Mantri Gram Sadak Yojana (PMGSY), Tamilnadu"
pmgsytenderstrp.gov.in,"eTendering System - Pradhan Mantri Gram Sadak Yojana (PMGSY), Tripura"
pmgsytendersuk.gov.in,"eTendering System - Pradhan Mantri Gram Sadak Yojana (PMGSY), Uttarakhand"
pmgsytendersup.gov.in,"eTendering System - Pradhan Mantri Gram Sadak Yojana (PMGSY), Uttar Pradesh"
pmgsytenderswb.gov.in,"eTendering System - Pradhan Mantri Gram Sadak Yojana (PMGSY), West Bengal"
pmindia.gov.in,Prime Minister's Office
pmjay.gov.in,Pradhan Mantri Jan Arogya Yojana (PM-JAY)
pmjdy.gov.in,Pradhan Mantri Jan-Dhan Yojana (PMJDY) - National Mission for Financial Inclusion to ensure access to financial services
pmkisan.gov.in,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
pmkmy.gov.in,Pradhan Mantri Kisaan Maan-dhan Yojana (PM-KMY)
pmksy.gov.in,Pradhan Mantri Krishi Sinchayee Yojana (PMKSY)
pmkvyofficial.org,Pradhan Mantri Kaushal Vikas Yojana (PMKVY)
pmnrf.gov.in,"Prime Minister's National Relief Fund, (PMNRF) - Donate Online"
pmonradio.nic.in,Mann ki Baat by Hon'ble Prime Minister of India
pmrpy.gov.in,"Pradhan Mantri Rojgar Protsahan Yojana (PMRPY), EPFO"
pmssy-mohfw.nic.in,Pradhan Mantri Swasthya Suraksha Yojana (PMSSY)
pndt.gov.in,"The Pre-Conception and Pre-Natal Diagnostic Techniques, New Delhi"
pngrb.gov.in,"Petroleum and Natural Gas Regulatory Board (PNGRB), New Delhi"
police.gov.in,Indian Police in Service of the Nation
policyholder.gov.in,"Consumer Education Website, IRDA, Hyderabad"
pondiuni.edu.in,Pondicherry University
pondycentralexcise.gov.in,"Central Excise, Puducherry"
portal.bsnl.in,BSNL Portal - Online Payments and Recharge
poshanabhiyaan.gov.in,POSHAN Abhiyaan - Prime Minister’s Overarching Scheme for Holistic Nourishment
postagestamps.gov.in,"Postage Stamps, Department of Posts"
postallifeinsurance.gov.in,"Directorate of Postal Life Insurance, Department of Posts"
powergridindia.com,Power Grid Corporation of India Limited (POWERGRID)
powermin.nic.in,Ministry of Power
ppac.gov.in,Petroleum Planning and Analysis Cell (PPAC)
pppinindia.gov.in,Public Private Partnerships (PPP) in India
pppshipping.nic.in,Public Private Partnership Web Portal
ppqs.gov.in,"Directorate of Plant Protection Quarantine and Storage, Ministry of Agriculture"
praccmst.gov.in,"Controller Of Accounts (MST), New Delhi"
prasarbharati.gov.in,"Prasar Bharati, Broadcasting Corporation of India"
prcs-mohfw.nic.in,"Population Research Centres, Ministry of Health and Family Welfare"
presidentofindia.gov.in,President of India
presscouncil.nic.in,Press Council of India (PCI)
prl.res.in,"Physical Research Laboratory (PRL), Department of Space, India, Ahmedabad"
productivity.in,Productivity Portal - National Productivity Council (NPC)
projectexports.com,Project Exports Promotion Council of India (PEPC)
projecttiger.nic.in,"National Tiger Conservation Authority (NTCA), New Delhi"
psa.gov.in,Office of the Principal Scientific Adviser
psscive.nic.in,Pandit Sunderlal Sharma Central Institute of Vocational Education (PSSCIVE) 
ptcguwahati.gov.in,"Postal Training Centre (PTC), Guwahati, Assam"
ptcindia.com,Power Trading Corporation of India Limited (PTC)
ptcmysore.gov.in,"Postal Training Centre (PTC), Mysore"
publicationsdivision.nic.in,"Publications Division , Ministry of Information and Broadcasting"
punarbhava.in,"Punarbhava, National Interactive Portal on Disability"
punecenexcise.gov.in,"Central Excise, Pune I"
punecustoms.nic.in,Pune Customs
puneicai.org,"Pune Branch of WIRC, The Institute of Chartered Accountants of India (ICAI)"
punenin.org,National Institute of Naturopathy (NIN)
punenvis.nic.in,ENVIS Centre Punjab State Council for Science and Technology (PSCST)
punjab.bsnl.co.in,Punjab Telecom Circle
punjabcensus.gov.in,"Directorate of Census Operations, Punjab, Chandigarh"
qa.bsnl.co.in,Telecom Quality Assurance Circle
qcin.org,Quality Council of India
qcin.org,National Accreditation Board for Certification Bodies (NABCB)
rac.gov.in,"Recruitment and Assessment Centre (RAC), Defence Research and Development Organisation (DRDO)"
railtelindia.com,RailTel Corporation of India Limited
raj.bsf.gov.in,"Rajasthan Frontier, Border Security Force (BSF)"
raj.nic.in,"Rajasthan State Centre, National Informatics Centre (NIC)"
rajasthan.bsnl.co.in,Rajasthan Telecom Circle
rajasthancustoms.gov.in,Rajasthan Customs
rajbhasha.gov.in,Department of Official Language
rajbhashaqpr.gov.in,"Information Management System, Department of Official Language, Ministry of Home Affairs"
rajbhashasamiti.gov.in,Committee of Parliament on Official Language
rajcensus.gov.in,"Directorate of Census Operation, Rajasthan"
rajenvis.nic.in,"The Environmental Information System (ENVIS) Centre at Rajasthan State Pollution Control Board, Jaipur"
rajyasabha.gov.in,Rajya Sabha
rajyasabhahindi.nic.in,Rajyasabha (Hindi)
raknpa.gov.in,"Rafi Ahmed Kidwai National Postal Academy (RAKNPA), Ghaziabad, Uttarpradesh"
ras.gov.in,"Rapid Assessment System (RAS), Government of India"
rashtrapatisachivalaya.gov.in,Presidents Secretariat
rashtriyamilitaryschools.in,Rashtriya Military schools
rathjatra.nic.in,"Rath Jatra, Festival of Chariots at Puri"
razalibrary.gov.in,Rampur Raza Library
rbi.org.in,Reserve Bank of India (RBI)
rcb.res.in,"Regional Centre for Biotechnology (RCB), Gurgaon"
rcf.indianrailways.gov.in,"Rail Coach Factory, Kapurthala"
rcfltd.com,Rashtriya Chemicals and Fertilizers Limited (RCF)
rciregistration.nic.in,"Online Registration - Rehabilitation Council of India, New Delhi"
rcueshyd.gov.in,"Regional Centre for Urban and Environmental Studies (RCUES), Osmania University, Hyderabad"
rcueslucknow.org,"Regional Centre for Urban and Environmental Studies (RCUES), Lucknow"
rdatchennai.gov.in,Regional Directorate of Apprenticeship Training (RDAT) - Chennai
rdathyderabad.gov.in,"Regional Directorate of Apprenticeship Training (RDAT), Hyderabad "
rdatmumbai.gov.in,"Regional Directorate of Apprenticeship Training, Mumbai (Western Region)"
rdpl-india.in,Rajasthan Drugs and  Pharmaceuticals Limited (RDPL)
rdso.indianrailways.gov.in,"Research Designs and Standards Organisation, Manaknagar, Lucknow"
recindia.gov.in,Rural Electrification Corporation Limited
recregistryindia.nic.in,Renewable Energy Certificate Registry of India
recruitment.nic.in,"Online Recruitment , National Informatics Centre (NIC)"
register.csc.gov.in,Services Portal of Common Services Centers (CSC) Scheme
registry.ernet.in,"Domain Name Registration Services under AC.IN, EDU.IN and RES.IN - ERNET India"
registry.gov.in,GOV.IN Domain Registration Process
registry.in,".IN Registry, National Internet eXchange of India (NIXI)"
rehabcouncil.nic.in,Rehabilitation Council of India (RCI)
reiljp.com,Rajashthan Electronics & Instruments Ltd. ( REIL )
reilsolar.com,"Rajasthan Electronics and Instruments Limited (REIL) - Solar PV Monitoring System, Jaipur"
renewabletraining.nic.in,"Renewable Training, Ministry of New and Renewable Energy (MNRE)"
repmismoef.nic.in,"Research in Environment (RE) Division, Ministry of Environment, Forest and Climate Change"
republicday.nic.in,Republic Day Celebrations 
rera.delhi.gov.in,Real Estate Regulatory Authority (RERA) for the National Capital Territory (NCT) of Delhi
reserve.nic.in,Video Conferencing Portal - Request for E-Reservation of Video conference (RESERVE)
resident.uidai.gov.in,Resident Portal for Online Aadhaar Services by UIDAI
results.gov.in,Gateway to Exam Results in India
rfi.nic.in,"Rifle Factory Ishapore, West Bengal"
rgcb.res.in,Rajiv Gandhi Centre for Biotechnology (RGCB)
rgipt.ac.in,"The Rajiv Gandhi Institute of Petroleum Technology (RGIPT), Rae Bareli, Uttar Pradesh"
rgniyd.gov.in,Rajiv Gandhi National Institute of Youth Development (RGNIYD)
rica.tn.nic.in,Regional Institute of Correctional Administration (RICA)
richardsoncruddas.com,Richardson and Cruddas (1972) Ltd.
ricmpatna.bih.nic.in,"DNS Regional Institute of Cooperative Management, Patna"
rieajmer.ac.in,"Regional Institute of Education (RIE), Ajmer"
riebhopal.nic.in,"Regional Institute of Education (RIE), Bhopal"
riemysore.ac.in,The Regional Institute of Education Mysore
rimc.gov.in,"Rashtriya Indian Military College (RIMC), Uttarakhand"
rims.edu.in,"Regional Institute of Medical Sciences, Imphal, Manipur"
rioneshillong.gov.in,"Regional Inspectorial Organisation, Shillong"
ripsat.nic.in,"Regional Institute of Pharmaceutical Science and Technology (RIPSAT), West Tripura"
rjdgftldh.nic.in,"Joint Director General of Foreign Trade, Ludhiana"
rjit.org,Rustamji Institute of Technology (RJIT)
rkvy.nic.in,Rashtriya Krishi Vikas Yojana (RKVY)
rlbcau.ac.in,Rani Lakshmi Bai Central Agricultural University
rlcraipur.gov.in,"Regional Labour Commissioner (Central) Raipur, Chhattisgarh"
rlda.in,"Rail Land Development Authority, New Delhi"
rltrird.cg.gov.in,"Regional Leprosy Training and Research Institute and Regional Office of Health and Family Welfare, Raipur, Chhattisgarh"
rmcchennaieatlas.tn.nic.in,"Cyclone eAtlas – IMD, Tracks of Cyclones and Depressions over North Indian Ocean, Chennai"
rmk.nic.in,Rashtriya Mahila Kosh (RMK)
rmrcbbsr.gov.in,"Regional Medical Research Centre (RMRC), Bhubaneswar, Odisha"
rmsa.cg.gov.in,"Rashtriya Madhyamik Shiksha Abhiyan (RSMA), Chhattisgarh"
rni.nic.in,Registrar of Newspapers for India (RNI)
rniefiling.gov.in,"e - Filing Services, Registrar of Newspaper for India"
rodra.gov.in,Retired Officers Digital Records Archive - Veteran Officers and Family Pensioners of Indian Army
rojgarsamachar.gov.in,"Rozgar Samachar, Vacancy in Government Sector"
rplkerala.com,Rehabilitation Plantations Limited (RPL)
rpo.gov.in,National Portal for Renewable purchase obligation (RPO)
rrbahmedabad.gov.in,"Railway Recruitment Board (RRB), Ahmedabad"
rrbajmer.gov.in,"Railway Recruitment Board (RRB), Ajmer"
rrbald.gov.in,"Railway Recruitment Board (RRB), Allahabad"
rrbbbs.gov.in,"Railway Recruitment Board (RRB), Bhubaneswar"
rrbbhopal.gov.in,"Railway Recruitment Board (RRB), Bhopal"
rrbbilaspur.gov.in,"Railway Recruitment Board (RRB), Bilaspur, Chhattisgarh"
rrbbnc.gov.in,"Railway Recruitment Board (RRB), Bangalore  "
rrbcdg.gov.in,"Railway Recruitment Board (RRB), Chandigarh"
rrbchennai.gov.in,"Railway Recruitment Board (RRB), Chennai"
rrbgkp.gov.in,"Railway Recruitment Board (RRB), Gorakhpur"
rrbguwahati.gov.in,"Railway Recruitment Board (RRB), Guwahati"
rrbjammu.nic.in,"Railway Recruitment Board (RRB), Jammu-Srinagar"
rrbkolkata.gov.in,"Railway Recruitment Board (RRB), Kolkata"
rrbmalda.gov.in,"Railway Recruitment Board (RRB), Malda"
rrbmumbai.gov.in,"Railway Recruitment Board (RRB), Mumbai"
rrbmuzaffarpur.gov.in,"Railway Recruitment Board (RRB), Muzaffarpur"
rrbpatna.gov.in,"Railway Recruitment Board (RRB), Patna"
rrbranchi.gov.in,"Railway Recruitment Board (RRB), Ranchi"
rrbsecunderabad.nic.in,"Railway Recruitment Board (RRB), Secunderabad"
rrbsiliguri.org,"Railway Recruitment Board (RRB), Siliguri"
rrbthiruvananthapuram.gov.in,"Railway Recruitment Board (RRB), Thiruvananthapuram"
rrcat.gov.in,"Raja Ramanna Centre for Advanced Technology (RRCAT), Indore"
rrcb.gov.in,Railway Recruitment Control Board (RRCB)
rrcbbs.org.in,"Railway Recruitment Cell, East Coast Railway, Bhubaneswar"
rrccr.gov.in,"Railway Recruitment Cell (RRC), Central Railway, Mumbai"
rrcecr.bih.nic.in,"Railway Recruitment Cell (RRC), Hajipur"
rrcer.com,"Railway Recruitment Cell (RRC), Eastern Railway, Kolkata"
rrcnes.gov.in,"Regional Resource Centre for North Eastern States,  Guwahati, Assam"
rrfams.nic.in,"Recruitment Rules Formulation, Amendment and Monitoring System, Department of Personnel and Training"
rri.res.in,"Raman Research Institute, Bangalore, Karnataka"
rria.nic.in,"National Research Institute of Basic Ayurvedic Sciences (NRIBAS), Pune"
rrrlf.gov.in,Raja Rammohun Roy Library Foundation (RRRLF)
rrtd.nic.in,Research Reference and Training Division (RRTD)
rsby.gov.in,Rashtriya Swasthya Bima Yojana (RSBY)
rscbhopal.gov.in,"Regional Science Center, Bhopal"
rscnagpur.gov.in,"Raman Science Centre and Planetarium, Nagpur"
rsmcnewdelhi.imd.gov.in,Regional Specialized Meteorological Centre (RSMC) for Tropical Cyclones over North Indian Ocean
rstv.nic.in,Rajya Sabha Television (RSTV)
rtcbangalore.cag.gov.in,"Regional Training Center, Bangalore"
rtcer.gov.in,"MSME - Testing Centre, Kolkata"
rtcnewdelhi.cag.gov.in,"Regional Training Center, New Delhi"
rti.gov.in,"Right to Information Act (RTI), India"
rti.railnet.gov.in,Indian Railways Right to Information (RTI) Monitoring System
rtiallahabad.cag.gov.in,"Regional Training Insititute, Allahabad"
rtichennai.cag.gov.in,"Regional Training Insititute, Chennai"
rtijaipur.cag.gov.in,"Regional Training Insititute, Jaipur"
rtijammu.cag.gov.in,"Regional Training Insititute, Jammu"
rtikolkata.cag.gov.in,"Regional Training Insititute, Kolkata"
rtimumbai.cag.gov.in,"Regional Training Insititute, Mumbai"
rtinagpur.cag.gov.in,"Regional Training Insititute, Nagpur"
rtionline.gov.in,RTI Online - RTI applications/First Appeals to Central Government Organisations
rtiranchi.cag.gov.in,"Regional Training Insititute, Ranchi"
rtishillong.cag.gov.in,"Regional Training Insititute, Shillong"
rttcam.bsnl.co.in,"Regional Telecom Training centre (RTTC), Ahmedabad, Gujarat"
rttchyd.bsnl.co.in,"Regional Telecom Training Centre (RTTC), Hydrebad"
rttcmysore.bsnl.co.in,"Regional Telecom Training Centre (RTTC), Mysore"
rttcnagpur.bsnl.co.in,"Regional Telecom Training Center (RTTC), Nagpur, Maharashtra"
rttctvm.bsnl.co.in,"Regional Telecom Training centre (RTTC), Trivandrum"
rubberboard.gov.in,"Rubber Board, India"
rural.nic.in,Ministry of Rural Development
ruralbazar.nic.in,Rural Bazar
ruraldiksha.nic.in,"Rural Diksha, Ministry of Rural Development"
ruralinnovations.gov.in,"Bank of Ideas and Innovations, Government of India"
rurban.gov.in,National Rurban Mission (NRuM)
rvtijaipur.nic.in,"National Skill Trainers Institute (NSTI) for Women Jaipur, Rajasthan (formerly Regional Vocational Training Institute (RVTI) for Women"
rvtishimla.gov.in,"National Skill Trainers Institute (NSTI) for Women, Shimla, Himachal Pradesh (formerly Regional Vocational Training Institute (RVTI) for Women)"
rvtitura.gov.in,"National Skill Trainers Institute (NSTI) for Women, Dakopgre Tura, West Garo Hills, Meghalaya (formerly Regional Vocational Training Institute (RVTI) for Women) "
rwf.indianrailways.gov.in,"Rail Wheel Factory, Yelahanka, Bangalore"
rwp.indianrailways.gov.in,"Rail Wheel Plant, Bela"
s3waas.gov.in,"S3WaaS - Secure, Scalable and Sugamya Website as a Service for District Websites"
saanjhi.gov.in,Saansad Adarsh Gram Yojana (SAANJHI)
saarc-sdmc.nic.in,"SAARC Disaster Management Centre (SDMC), Interim Unit"
sac.gov.in,Space Applications Centre (SAC)
sactopm.gov.in,Scientific Advisory Council to the Prime Minister
safar.tropmet.res.in,"System of Air Quality forecasting and Research (SAFAR), Pune"
sag-rrs.nic.in,Scheme for Adolescent Girls - Rapid Reporting System
sagarmala.gov.in,Sagarmala - Plan for the comprehensive development of India’s coastline and maritime sector
saha.ac.in,"Saha Institute of Nuclear Physics (SINP), Kolkatta"
sahitya-akademi.gov.in,Sahitya Akademi
sail.co.in,Steel Authority of India Limited (SAIL)
sainiksatara.org,"Sainik School, Satara, Maharashtra"
sainikschoolamaravathinagar.edu.in,"Sainik School, Amaravathi Nagar, Tirupur, Tamilnadu"
sainikschoolbhubaneswar.org,"Sainik School Bhubaneswar, Odisha"
sainikschoolkorukonda.org,"Sainik School Korukonda, Vizianagaram, Andhra Pradesh"
