Domain_Name,Organization_Name
icmguwahati.gov.in,"Institute of Cooperative Management(ICM), Guwahati"
icmimphal.org,"Institute of Co-Operative Management (ICM), Imphal, Manipur"
icmjaipur.nic.in,"Institute of Cooperative Management, Jaipur"
icmlko.up.nic.in,"Indira Gandhi Institute of Co-operative Management, Lucknow"
icmmadurai.in,Institute of Cooperative Management Madurai
icmpune.org,"Institute of Co-operative Management, Pune, Maharashtra"
icmr.gov.in,Indian Council of Medical Research (ICMR)
icpeenvis.nic.in,"ENVIS Environmental Information System, Indian Centre for Plastic in the Environment (ICPE)"
icpr.in,"Indian Council of Philosophical Research, ICPR, New Delhi"
ics.fssai.gov.in,"Food Import Clearance System, Food Safety and Standards Authority of India"
icsi.edu,Institute of Company Secretaries of India (ICSI)
icssr.org,Indian Council of Social Science Research (ICSSR)
icts.res.in,"International Centre for Theoretical Sciences (ICTS), TIFR, Mumbai, Maharashtra"
idemi.org,"Institute For Design Of Electrical Measuring Instruments, Mumbai"
idplindia.in,Indian Drugs and Pharmaceuticals Limited (IDPL)
idrn.gov.in,"India Disaster Resource Network,IDRN"
ids.nic.in,Integrated Defence Staff (IDS)
idsp.nic.in,"Integrated Disease Surveillance Project (IDSP), Delhi"
idtr.gov.in,MSME Tool Room Jamshedpur (Indo-Danish Tool Room)
ies.gov.in,Indian Economic Service (IES)
ifacc.up.nic.in,"Integrated Financial Advisor, Central Command"
ifciltd.com,Industrial Finance Corporation of India (IFCI)
iffi.gov.in,International Film Festival of India (IFFI)
ifgtb.icfre.gov.in,Institute of Forest Genetics and Tree Breeding (IFGTB)
ifpkochi.gov.in,"National Institute of Fisheries Post Harvest Technology and Training (NIFPHATT), Kerala"
ifr16.indiannavy.gov.in,"International Fleet Review(IFR) 2016, Hosted by Indian Navy"
ifs.nic.in,Indian Forest Service (IFS)
ifsi.in,Central Inland Fisheries Research Institute (CIFRI)
ifsweb.nic.in,Institute of Food Security
igau.edu.in,"Indira Gandhi Agricultural University, Raipur"
igcar.gov.in,Indira Gandhi Centre for Atomic Research (IGCAR)
igib.res.in,Institute of Genomics and Integrative Biology (IGIB)
igidr.ac.in,"Indira Gandhi Institute of Development Research (IGIDR), Mumbai"
igmkolkata.spmcil.com,"India Government Mint, Kolkata"
igmnoida.spmcil.com,"India Government Mint, Noida"
igmoris.nic.in,"Indian GMO Research Information System (IGMORIS), New Delhi"
igms.irda.gov.in,"Integrated Grievance Management System (IGMS), Insurance Regulatory and Development Authority (IRDA)"
ignca.gov.in,Indira Gandhi National Centre for the Arts (IGNCA)
ignfa.gov.in,Indira Gandhi National Forest Academy (IGNFA)
ignou.ac.in,Indira Gandhi National Open University (IGNOU)
ignouhyd.ap.nic.in,"Indhira Gandhi National Open University (IGNOU), Hyderabad Regional Centre"
ignoushillong.nic.in,"Indhira Gandhi National Open University (IGNOU), Shillong Regional centre, Meghalaya"
igntu.ac.in,"Indira Gandhi National Tribal University, Amarkantak, Madhya Pradesh"
igrms.gov.in,Indira Gandhi Rashtriya Manav Sangrahalaya
igrua.gov.in,Indira Gandhi Rashtriya Uran Academy (IGRUA)
igtr-aur.org,"Indo German Tool Room, MSME, Aurangabad"
igtr-indore.com,"Indo German Tool Room, MSME, Indore"
ihmahmedabad.com,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Ahmedabad"
ihmbangalore.kar.nic.in,"Institute of Hotel Managment, Bangalore"
ihmbbs.org,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Bhubaneswar, Odisha"
ihmbpl.com,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Bhopal, Madhya Pradesh"
ihmchennai.org,"Institute of Hotel Management Catering Technology and Applied Nutrition, Chennai"
ihmctan.edu,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Mumbai"
ihmctkovalam.org,"Institute of Hotel Management and Catering Technology, Kovalam, Trivandrum"
ihmddn.com,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Dehradun"
ihmgoa.gov.in,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Goa"
ihmgurdaspur.org,"Institute of Hotel Management, Gurdaspur"
ihmgwalior.net,"Institute of Hotel Management (IHM), Gwalior"
ihmhajipur.net,"Institute of Hotel Management (IHM), Hajipur, Patna, Bihar"
ihmhyd.org,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Hyderabad"
ihmjaipur.com,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Jaipur"
ihmkkr.com,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Kurukshetra"
ihmkolkata.org,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Kolkata"
ihmlucknow.com,"Institute of Hotel Management, Lucknow"
ihmpusa.net,"Institute of Hotel Management (IHM), Pusa, New Delhi"
ihmshillong.nic.in,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Shillong"
ihmshimla.org,"Institute of Hotel Management, Shimla"
ihmsilvassa.nic.in,"Institute of Hotel Management and Catering Technology (IHMCT), Silvassa"
ihmsrinagar.org,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Srinagar"
iiap.res.in,Indian Institute of Astrophysics (IIA)
iias.org,Indian Institute of Advanced Study (IIAS)
iib.gov.in,"Insurance Information Bureau of India (IIB), Hyderabad, Andhra Pradesh,"
iica.in,Indian Institute of Corporate Affairs (IICA)
iicb.res.in,Indian Institute of Chemical Biology (IICB)
iictenvis.nic.in,"ENVIS Centre for Bioinformatics - Vector Control, Indian Institute of Chemical Technology (IICT), Hyderabad"
iictindia.org,"Council of Scientific and Industrial Research, CSIR - IICT "
iie.gov.in,Indian Institute of Entrepreneurship
iifcl.org,India Infrastructure Finance CompanyLimited (IIFCL)
iifclprojects.com,"IIFCL Project Limited (IPL), India Infrastructure Finance Company Limited (IIFCL), New Delhi"
iifm.ac.in,"Indian Institute of Forest Management (IIFM), Bhopal, Madhya Pradesh"
iifpt.edu.in,"Indian Institute of Food Processing Technology (IIFPT), Thanjavur, Tamil Nadu"
iifsr.res.in,"ICAR - Indian Institute of Farming Systems Research (IIFSR), Meerut"
iift.edu,Indian Institute of Foreign Trade (IIFT)
iigm.res.in,Indian Institute of Geomagnetism
iihr.res.in,Indian Institute of Horticultural Research (IIHR)
iiim.res.in,"Indian Institute of Integrative Medicine (IIIM), Jammu"
iiit-bh.ac.in,"International Institute of Information Technology (IIT), Bhubaneswar"
iiita.ac.in,"Indian Institute of Information Technology, Allahabad (IIITA)"
iiitdm.ac.in,"Indian Institute of Information Technology, Design and Manufacturing (IIITD & M), Kancheepuram, Tamilnadu"
iiitdmj.ac.in,"Indian Institute of Information Technology, Design and Manufacturing (IIITDM) Jabalpur, Madhya Pradesh"
iiitm.ac.in,"Indian Institute of Information Technology and Management (IIITM), Gwalior"
iimahd.ernet.in,"Indian Institute of Management, Ahmedabad (IIMA)"
iimb.ac.in,"Indian Institute of Management, Bangalore (IIMB)"
iimc.gov.in,Indian Institute of Mass Communication (IIMC)
iimcal.ac.in,"Indian Institute of Management, Calcutta (IIMC)"
iimidr.ac.in,"Indian Institute of Management, Indore (IIMI)"
iimk.ac.in,"Indian Institute of Management, Kozhikode (IIMK)"
iiml.ac.in,"Indian Institute of Management, Lucknow (IIML)"
iimraipur.ac.in,"Indian Institute of Management, Raipur(IIMR)"
iimrohtak.ac.in,"Indian Institute of Management, Rohtak(IIMR)"
iimshillong.in,"Rajiv Gandhi Indian Institute of Management (RGIIM), Shillong, Meghalaya"
iimtrichy.ac.in,Indian Institute of Management Tiruchirappalli (IIM Tiruchirappalli)
iip-in.com,Indian Institute of Packaging
iip.res.in,Indian Institute of Petroleum (IIP)
iipa.org.in,Indian Institute of Public Administration (IIPA)
iipmb.edu.in,"Indian Institute of Plantation Management,Bangalore"
iipr.res.in,Indian Institute of Pulses Research (IIPR)
iipsindia.org,International Institute for Population Sciences (IIPS)
iirs.gov.in,Indian Institute of Remote Sensing (IIRS)
iisc.ernet.in,"Indian Institute of Science (IISC), Bangalore"
iiser-admissions.in,IISER Admission 2011 - Indian Institutes of Science Education and Research (IISER)
iiserb.ac.in,"Indian Institute of Science Education and Research (IISER), Bhopal"
iiserkol.ac.in,"Indian Institute of Science Education and Research (IISER), Kolkata"
iisermohali.ac.in,"Indian Institute of Science Education and Research (IISER), Mohali"
iiserpune.ac.in,"Indian Institutes of Science Education and Research (IISER), Pune"
iisertvm.ac.in,Indian Institute of Science Education and Research Thiruvananthapuram (IISER-TVM)
iisr.nic.in,Indian Institute of Sugarcane Research (IISR)
iiss.nic.in,Indian Institute of Soil Science (IISS)
iist.ac.in,"Indian Institute of Space Science and Technology (IIST), Thiruvananthapuram"
iitb.ac.in,"Indian Institute of Technology (IIT), Bombay (IITB)"
iitbbs.ac.in,"Indian Institute of Technology (IIT), Bhubaneswar"
iitd.ernet.in,"Indian Institute of Technology, Delhi (IITD)"
iitg.ernet.in,"Indian Institute of Technology, Guwahati (IITG)"
iitgn.ac.in,"Indian Institute of Technology Gandhinagar (IITGn), Gujarat"
iith.ac.in,"Indian Institute of Technology, Hyderabad"
iiti.ac.in,"Indian Institute of Technology Indore (IITI), Madhya Pradesh"
iitism.ac.in,"Indian Institute of Technology (Indian School of Mines), IIT (ISM), Dhanbad, Jharkhand"
iitj.ac.in,"Indian Institute of Technology  Jodhpur (IITJ), Rajasthan"
iitk.ac.in,"Indian Institute of Technology (IITK), Kanpur "
iitkgp.ac.in,"Indian Institute of Technology (IIT), Kharagpur"
iitm.ac.in,"Indian Institute of Technology (IIT), Madras"
iitmandi.ac.in,"Indian Institute of Technology, Mandi (IIT - Mandi), Himachal Pradesh"
iitmenvis.nic.in,"ENVIS Centre on Acid Rain and Atmospheric Pollution, Indian Institute of Tropical Meteorology, Pune, Maharashtra"
iitp.ac.in,"Indian Institute of Technology Patna (IITP), Bihar"
iitr.ac.in,Indian Institute of Technology Roorkee
iitrindia.org,"Indian Institute of Toxicology Research (IITR), CSIR, Lucknow"
iitrpr.ac.in,"Indian Institute of Technology (IITRPR), Ropar, Rupnagar"
iittm.net,Indian Institute of Tourism and Travel Management (IITTM)
iittmb.in,"Indian Institute of Tourism and Travel management (IITTM), Bhubaneswar"
iittmnoida.ac.in,"Indian Institute of Tourism & Travel Management(IITTM), Noida"
iittmsouth.org,"Indian Institute of Tourism and Travel management (IITTM), Nellore"
iivr.org.in,Indian Institute of Vegetable Research (IIVR)
iiwm.res.in,"ICAR-INDIAN INSTITUTE OF WATER MANAGEMENT,  Bhubaneswar, Odisha"
ildc.in,Indian Language Data Centre (ILDC)
iledtheway.in,ILedTheWay - DELP (Domestic Energy Lighting Program) Scheme by EESL
ilgti.tifr.res.in,"Indian Lattice Gauge Theory Initiative, TIFR, Mumbai"
ilkota.in,"Instrumentation Limited, Kota"
ils.res.in,Institute of Life Sciences
imd.gov.in,India Meteorological Department (IMD)
imdagrimet.gov.in,Agricultural Meteorology Division
imdahm.gov.in,"Meteorological Centre, Ahmedabad"
imdbangalore.gov.in,"Meteorological Center, Bengaluru"
imdchennai.gov.in,"Regional Meteorological Centre, Chennai"
imdgoa.gov.in,"Meteorological Centre, Goa"
imdguwahati.gov.in,"Regional Meteorological Centre, Guwahati"
imdhyderabad.gov.in,"Meteorological Centre, Hyderabad"
imdkolkata.gov.in,"Regional Meteorological Centre, Kolkata"
imdmumbai.gov.in,"Regional Meteorological Centre, Mumbai"
imdnagpur.gov.in,"Regional Meteorological Centre, Nagpur"
imdorissa.gov.in,"Meteorological Centre, Bhubaneswar"
imdpune.gov.in,"Meteorological Center, Pune"
imdraipur.gov.in,"Meteorological Center, Raipur"
imdsikkim.gov.in,"Meteorological Center, Gangtok"
imdtvm.gov.in,"Meteorological Centre, Thiruvananthapuram"
immt.res.in,Institute of Minerals and Materials Technology
impclmohan.nic.in,Indian Medicines Pharmaceutical Corporation Limited (IMPCL)
imsc.res.in,"Institute of Mathematical Sciences (IMSc), Chennai, Tamil nadu"
imtech.res.in,"Institute of Microbial Technology (IMTECH) , Chandigarh"
imu.edu.in,Indian Maritime University
imumumbai.com,Indian Maritime University (IMU) - Mumbai Campus
ina.gov.in,Indian Naval Academy
inampro.nic.in,"INAM-Pro - Platform for Infrastructure and Materials Providers, Ministry of Road Transport and Highways"
incois.gov.in,Indian National Centre for Ocean Information Services (INCOIS)
incometaxbengaluru.in,"Income Tax Department, Karnataka and Goa"
incometaxhyderabad.gov.in,"Income Tax Department, Andhra Pradesh and Telangana State"
incometaxindia.gov.in,Income Tax Department
incometaxindiaefiling.gov.in,Income Tax e - Filing
incometaxrajasthan.gov.in,"Income Tax Department, Rajasthan"
independenceday.nic.in,"Independence Day Celebrations, 15th August"
india-water.gov.in,Flood Forecast Information by Central Water Commission
india.gov.in,National Portal of India
indiabudget.gov.in,Union Budget of India 2018-19
indiacode.gov.in,INDIA CODE - Text Base of all the Central Legislations
indiacoffee.org,"Coffee Board, India"
indiaculture.gov.in,Ministry of Culture
indiaenergy.gov.in,India Energy Security Scenarios 2047 (IESS 2047)
indiainbusiness.nic.in,India In Business
indiaknowledgehub.gov.in,"India Knowledge Hub, NITI Aayog"
indiamaps.gov.in,Survey of India Maps
indianairforce.gov.in,Indian Air Force
indianarmy.gov.in,Indian Army
indianarmyveterans.gov.in,Indian Army Veterans Grievance Handling Portal
indiancitizenshiponline.nic.in,"Indian Citizenship Online, Ministry of Home Affairs (MHA)"
indiancoastguard.gov.in,Indian Coast Guard
indianhajpto.gov.in,Haj Pilgrimage Packages - Private Tour Operators (PTOs) Registered with MOMA
indiannavy.gov.in,Indian Navy
indiannursingcouncil.org,Indian Nursing Council
indianpcs.gov.in,"Port Community System (PCS), Indian Port Association (IPA)"
indianrail.gov.in,Indian Railways Online
indianrailways.gov.in,Ministry of Railways
indiansalt.com,Hindustan Salts Limited
indianspices.com,"Spices Board, India"
indianvisaonline.gov.in,Online Portal for Visa Application to India
indiapost.gov.in,Department of Posts
indiascienceandtechnology.gov.in,"India Science, Technology and Innovation Portal (ISTI) by Department of Science and Technology"
indiaseeds.com,National Seeds Corporation Limited (NSC)
indiatradefair.com,India Trade Promotion Organisation (ITPO)
indiawater.gov.in,Jal Shakti Abhiyan - a mission-mode water conservation campaign launched by Ministry of Jal Shakti
indiaweather.gov.in,Weather forecasts and weather radar and satellite imagery by India Meteorological Department
indmed.nic.in,Indian Medlars Centre (INDMED)
inflibnet.ac.in,Information and Library Network Centre (INFLIBNET)
informatics.nic.in,Informatics - NIC Newsletter
ingaf.gov.in,Institute of Government Accounts and Finance (INGAF)
innovation.gov.in,India Innovation Portal (IIP)
innovationcouncilarchive.nic.in,National Innovation Council
ino.tifr.res.in,"India-based Neutrino Observatory (INO), Mumbai, Maharashtra"
insa.nic.in,"e-journals, Indian National Science Academy"
insaindia.res.in,Indian National Science Academy (INSA)
inspire-dst.gov.in,Innovation   in   Science   Persuit   for   Inspired   Research
inspireawards-dst.gov.in,E-Management of INSPIRE Award Scheme
inst.ac.in,"Institute of Nano Science and Technology (INST), Mohali, Punjab"
instem.res.in,Institute for Stem Cell Biology and Regenerative Medicine (inStem)
interstatecouncil.nic.in,Inter-State Council
intmsearch.gov.in,National Hydrographic Office - Navarea VIII Notices to Mariners
intraias.nic.in,IAS In-Service Training Option
intraips.gov.in,"Intra IPS Portal, Ministry of Home Affairs"
investindia.gov.in,Invest India - Guiding Your Investment
io50.incois.gov.in,International Symposium on the Indian Ocean - 30 Nov. - 4 Dec. 2015 at Goa
iocl.com,Indian Oil Corporation Limited (IOCL)
iocletenders.nic.in,eProcurement Portal of Indian Oil Corporation Limited (IOCL)
iomenvis.nic.in,"ENVIS Center on Coastal Zone Management and Coastal Shelterbelts, Anna University, Chennai"
iomou.nic.in,"Indian Ocean Memorandum of Understanding, Goa"
